Company_Code,Company_Name,Stock_Ticker,Month,Current_Price,Month_High,Month_Low,Monthly_Return_Pct,Volatility_Pct,Stock_Performance_Score,ESG_Stock_Correlation,ESG_Influence_Score
INFY,Infosys,INFY.NS,2025-10,1482.300048828125,1528.5,1441.0999755859375,2.5245537949445094,6.753617458365054,8.0,0.65,4.63977923936471
INFY,Infosys,INFY.NS,2025-11,1530.300048828125,1530.300048828125,1466.699951171875,3.015822876346348,5.714530549842648,8.0,0.65,4.399747868241439
WIPRO,Wipro,WIPRO.NS,2024-11,288.92498779296875,294.5,276.42498779296875,0.7584961788905841,7.167435620455112,7.0,0.65,5.010692141106555
WIPRO,Wipro,WIPRO.NS,2024-12,301.8500061035156,312.75,291.6499938964844,3.2760285371599225,5.226785911727417,8.0,0.65,4.811936284957507
WIPRO,Wipro,WIPRO.NS,2025-01,311.8999938964844,320.1000061035156,281.95001220703125,3.862806052297558,11.345587668024821,8.0,0.65,4.600276724380061
WIPRO,Wipro,WIPRO.NS,2025-02,277.6499938964844,319.04998779296875,277.6499938964844,-8.907478669233294,9.045796209654949,4.0,0.65,2.4548218867564016
WIPRO,Wipro,WIPRO.NS,2025-03,262.25,285.8999938964844,259.8500061035156,-7.511898680990502,7.980260992025348,4.0,0.65,3.139214509744159
WIPRO,Wipro,WIPRO.NS,2025-04,241.5,263.6000061035156,234.1499938964844,-8.035036410166002,10.53701654596257,4.0,0.65,2.179508850662767
WIPRO,Wipro,WIPRO.NS,2025-05,249.6699981689453,257.2799987792969,241.19000244140625,3.3060268682988667,8.19539752720464,8.0,0.65,5.34256035126815
WIPRO,Wipro,WIPRO.NS,2025-06,265.9800109863281,269.4100036621094,246.22000122070312,7.388573502786726,3.98636680161658,9.0,0.65,6.476639902998485
WIPRO,Wipro,WIPRO.NS,2025-07,248.3000030517578,270.04998779296875,248.3000030517578,-6.142500658109209,6.803805078832354,4.0,0.65,2.531831660631745
WIPRO,Wipro,WIPRO.NS,2025-08,249.41000366210935,253.83999633789065,239.0500030517578,2.743564845359154,5.555675319365898,8.0,0.65,4.746141191493545
WIPRO,Wipro,WIPRO.NS,2025-09,239.3699951171875,256.92999267578125,235.75,-4.389681045842628,6.559373984975439,6.0,0.65,3.575418292603222
WIPRO,Wipro,WIPRO.NS,2025-10,240.6699981689453,253.80999755859372,240.6699981689453,-0.16593070192073253,6.41558779027356,6.0,0.65,4.224311238335274
WIPRO,Wipro,WIPRO.NS,2025-11,241.69000244140625,241.69000244140625,236.4900054931641,0.49480350994022865,5.307449265936471,7.0,0.65,4.939705367550891
HCLTECH,HCL Technologies,HCLTECH.NS,2024-11,1848.050048828125,1899.550048828125,1820.550048828125,-1.0309002033219494,6.544125081404223,6.0,0.65,3.807461614965516
HCLTECH,HCL Technologies,HCLTECH.NS,2024-12,1917.4000244140625,1968.800048828125,1871.5,2.452579450390729,4.318485614312462,8.0,0.65,4.5853608836994715
HCLTECH,HCL Technologies,HCLTECH.NS,2025-01,1725.449951171875,1995.0999755859373,1693.25,-9.754439434237813,11.504650647465267,4.0,0.65,3.2843204317622168
HCLTECH,HCL Technologies,HCLTECH.NS,2025-02,1575.050048828125,1733.8499755859375,1575.050048828125,-7.0218389121531875,6.21490673861222,4.0,0.65,1.7242956877492652
HCLTECH,HCL Technologies,HCLTECH.NS,2025-03,1592.5,1633.4000244140625,1534.75,1.27829911433813,6.553167117935928,7.0,0.65,4.395351212587615
HCLTECH,HCL Technologies,HCLTECH.NS,2025-04,1567.5,1594.0,1374.0999755859375,2.427550887491508,12.42244415550154,8.0,0.65,4.635536526402795
HCLTECH,HCL Technologies,HCLTECH.NS,2025-05,1636.5999755859375,1696.0,1563.300048828125,4.082927383303648,9.531770808756729,8.0,0.65,5.6603192393913195
HCLTECH,HCL Technologies,HCLTECH.NS,2025-06,1728.5999755859375,1739.9000244140625,1626.0999755859375,5.951576805757738,5.315540585370006,9.0,0.65,5.419823177135768
HCLTECH,HCL Technologies,HCLTECH.NS,2025-07,1467.9000244140625,1725.9000244140625,1466.0999755859375,-14.572543636068364,4.470473610548805,2.0,0.65,1.1411720856740741
HCLTECH,HCL Technologies,HCLTECH.NS,2025-08,1454.800048828125,1504.199951171875,1449.800048828125,0.18594265460943846,5.906138214102127,7.0,0.65,4.928193301023348
HCLTECH,HCL Technologies,HCLTECH.NS,2025-09,1385.0999755859375,1493.800048828125,1385.0999755859375,-5.67284441862934,5.665385500300489,4.0,0.65,2.0267435463289716
HCLTECH,HCL Technologies,HCLTECH.NS,2025-10,1541.5,1557.300048828125,1389.5,10.939186757826556,5.328908834441314,10.0,0.65,6.249196201649084
HCLTECH,HCL Technologies,HCLTECH.NS,2025-11,1570.0,1570.0,1512.4000244140625,1.7168772270813086,5.923315616700182,7.0,0.65,4.938799156995636
TECHM,Tech Mahindra,TECHM.NS,2024-11,1712.300048828125,1756.800048828125,1660.800048828125,0.47824571178025954,6.881979228426206,7.0,0.65,4.758940360308007
TECHM,Tech Mahindra,TECHM.NS,2024-12,1706.199951171875,1796.4000244140625,1686.050048828125,-2.276697563599687,6.194119658407459,6.0,0.65,4.126732838820955
TECHM,Tech Mahindra,TECHM.NS,2025-01,1674.449951171875,1726.949951171875,1640.5,-1.7255054632349374,8.576217630345017,6.0,0.65,4.223901151378525
TECHM,Tech Mahindra,TECHM.NS,2025-02,1487.8499755859375,1705.0,1487.8499755859375,-9.630104863764892,8.267306595442708,4.0,0.65,2.2462111081161424
TECHM,Tech Mahindra,TECHM.NS,2025-03,1418.25,1538.0999755859375,1396.1500244140625,-5.00988221304668,8.176673403253696,4.0,0.65,3.2261279735220016
TECHM,Tech Mahindra,TECHM.NS,2025-04,1503.0,1503.0,1272.75,7.730349689900376,11.391694342618612,9.0,0.65,6.003644537111802
TECHM,Tech Mahindra,TECHM.NS,2025-05,1573.9000244140625,1629.0999755859375,1493.699951171875,5.341011319997513,7.549669725659304,9.0,0.65,5.149906264407856
TECHM,Tech Mahindra,TECHM.NS,2025-06,1687.0,1718.5999755859375,1543.800048828125,8.901944780026394,4.815644898563626,9.0,0.65,6.4072170531570025
TECHM,Tech Mahindra,TECHM.NS,2025-07,1463.699951171875,1677.0999755859375,1450.5999755859375,-12.416228222990153,5.590176290538059,2.0,0.65,1.3706032446675598
TECHM,Tech Mahindra,TECHM.NS,2025-08,1481.4000244140625,1527.0999755859375,1438.800048828125,2.9607988699079044,6.272511283733824,8.0,0.65,5.661558610918559
TECHM,Tech Mahindra,TECHM.NS,2025-09,1400.300048828125,1553.800048828125,1400.300048828125,-6.987708480363667,6.287944482501745,4.0,0.65,3.305407334594376
TECHM,Tech Mahindra,TECHM.NS,2025-10,1424.4000244140625,1468.0,1400.5999755859375,0.593222063140007,4.68666916181626,7.0,0.65,3.8316050242858175
TECHM,Tech Mahindra,TECHM.NS,2025-11,1408.0,1419.800048828125,1386.699951171875,-0.8311063827518901,4.736152480986271,6.0,0.65,3.3484300182260602
