Company_Code,Company_Name,Stock_Ticker,Month,Current_Price,Month_High,Month_Low,Monthly_Return_Pct,Volatility_Pct,Stock_Performance_Score,ESG_Stock_Correlation,ESG_Influence_Score
TCS,Tata Consultancy Services,TCS.NS,2024-11,4270.85009765625,4352.7001953125,4019.5,1.7183866193709036,8.42453708547012,7.0,0.65,4.207139232827397
TCS,Tata Consultancy Services,TCS.NS,2024-12,4094.800048828125,4473.89990234375,4094.800048828125,-4.252156656918891,5.311540703337019,6.0,0.65,4.75159696710873
TCS,Tata Consultancy Services,TCS.NS,2025-01,4112.39990234375,4291.10009765625,4028.300048828125,-0.0012229441418482223,8.502048274655474,6.0,0.65,4.087756448221262
TCS,Tata Consultancy Services,TCS.NS,2025-02,3483.25,4107.0498046875,3483.25,-14.482646514048328,5.377804691206519,2.0,0.65,2.193818701054736
TCS,Tata Consultancy Services,TCS.NS,2025-03,3606.14990234375,3657.75,3493.050048828125,3.237853793522615,4.465012820772716,8.0,0.65,4.9739864029442105
TCS,Tata Consultancy Services,TCS.NS,2025-04,3453.699951171875,3550.800048828125,3231.5,-2.734597733496598,7.17812179461053,6.0,0.65,3.699754636611314
TCS,Tata Consultancy Services,TCS.NS,2025-05,3463.39990234375,3620.39990234375,3431.0,0.9443282525138443,7.17535071337807,7.0,0.65,4.319958601741489
TCS,Tata Consultancy Services,TCS.NS,2025-06,3462.0,3515.300048828125,3371.10009765625,0.35364226909380575,4.386176222550962,7.0,0.65,4.472229926404811
TCS,Tata Consultancy Services,TCS.NS,2025-07,3036.800048828125,3429.699951171875,3036.800048828125,-11.455809777455963,4.11421255775981,2.0,0.65,0.4611713001867487
TCS,Tata Consultancy Services,TCS.NS,2025-08,3084.699951171875,3157.199951171875,3003.0,2.720611094634532,6.042040265956788,8.0,0.65,6.047636913118451
TCS,Tata Consultancy Services,TCS.NS,2025-09,2888.39990234375,3176.699951171875,2888.39990234375,-7.202987479224203,5.536787420070978,4.0,0.65,2.6142120077853823
TCS,Tata Consultancy Services,TCS.NS,2025-10,3058.0,3084.89990234375,2901.89990234375,4.934460614835276,5.517403523453841,8.0,0.65,6.056953718315679
TCS,Tata Consultancy Services,TCS.NS,2025-11,3047.0,3047.0,2990.199951171875,1.0010590918548334,3.696632467979213,7.0,0.65,4.144350656222526
INFY,Infosys,INFY.NS,2024-11,1857.8499755859373,1924.5,1811.449951171875,-0.12096124023071625,8.649815349960473,6.0,0.65,4.012424895015408
INFY,Infosys,INFY.NS,2024-12,1880.0,1999.699951171875,1879.800048828125,0.01063683193325005,4.618982460902269,7.0,0.65,4.730860460324122
INFY,Infosys,INFY.NS,2025-01,1879.800048828125,1966.949951171875,1800.699951171875,-0.14342370102921645,9.530964102295307,6.0,0.65,3.0632547256851215
INFY,Infosys,INFY.NS,2025-02,1687.699951171875,1915.6500244140625,1687.699951171875,-8.839496938566052,6.683522205314659,4.0,0.65,3.307043134312305
INFY,Infosys,INFY.NS,2025-03,1570.6500244140625,1715.8499755859375,1570.6500244140625,-8.073858898690855,7.5317884717418275,4.0,0.65,3.045571649860498
INFY,Infosys,INFY.NS,2025-04,1500.0999755859375,1550.1500244140625,1396.75,-1.729448045467573,9.439321835951837,6.0,0.65,3.5654958740099416
INFY,Infosys,INFY.NS,2025-05,1562.699951171875,1626.9000244140625,1506.9000244140625,3.7029614343200734,10.086374284184982,8.0,0.65,5.680696452109876
INFY,Infosys,INFY.NS,2025-06,1601.800048828125,1639.9000244140625,1543.0,3.0892005722487634,5.2104651490761835,8.0,0.65,5.066993217256072
INFY,Infosys,INFY.NS,2025-07,1509.0,1640.699951171875,1509.0,-6.086634668666631,4.602231263152197,4.0,0.65,2.001742092219984
INFY,Infosys,INFY.NS,2025-08,1469.5999755859375,1532.0999755859375,1423.0999755859375,0.0,7.1676728782240895,7.0,0.65,4.0751521726948265
INFY,Infosys,INFY.NS,2025-09,1441.800048828125,1540.5999755859375,1432.9000244140625,-3.8415349238403866,7.462839489067792,6.0,0.65,4.486818090028409
INFY,Infosys,INFY.NS,2025-10,1482.300048828125,1528.5,1441.0999755859375,2.5245537949445094,6.753617458365054,8.0,0.65,5.543583911375671
INFY,Infosys,INFY.NS,2025-11,1530.300048828125,1530.300048828125,1466.699951171875,3.015822876346348,5.714530549842648,8.0,0.65,5.927433419794493
WIPRO,Wipro,WIPRO.NS,2024-11,288.92498779296875,294.5,276.42498779296875,0.7584961788905841,7.167435620455112,7.0,0.65,5.0611693213643605
WIPRO,Wipro,WIPRO.NS,2024-12,301.8500061035156,312.75,291.6499938964844,3.2760285371599225,5.226785911727417,8.0,0.65,5.7094715337292
WIPRO,Wipro,WIPRO.NS,2025-01,311.8999938964844,320.1000061035156,281.95001220703125,3.862806052297558,11.345587668024821,8.0,0.65,5.644959480396769
WIPRO,Wipro,WIPRO.NS,2025-02,277.6499938964844,319.04998779296875,277.6499938964844,-8.907478669233294,9.045796209654949,4.0,0.65,2.285289859191315
WIPRO,Wipro,WIPRO.NS,2025-03,262.25,285.8999938964844,259.8500061035156,-7.511898680990502,7.980260992025348,4.0,0.65,2.7392356316956694
WIPRO,Wipro,WIPRO.NS,2025-04,241.5,263.6000061035156,234.1499938964844,-8.035036410166002,10.53701654596257,4.0,0.65,2.404045243427929
WIPRO,Wipro,WIPRO.NS,2025-05,249.6699981689453,257.2799987792969,241.19000244140625,3.3060268682988667,8.19539752720464,8.0,0.65,5.0404445221559415
WIPRO,Wipro,WIPRO.NS,2025-06,265.9800109863281,269.4100036621094,246.22000122070312,7.388573502786726,3.98636680161658,9.0,0.65,6.425436127303808
WIPRO,Wipro,WIPRO.NS,2025-07,248.3000030517578,270.04998779296875,248.3000030517578,-6.142500658109209,6.803805078832354,4.0,0.65,1.7556935539207794
WIPRO,Wipro,WIPRO.NS,2025-08,249.41000366210935,253.83999633789065,239.0500030517578,2.743564845359154,5.555675319365898,8.0,0.65,5.610970558547004
WIPRO,Wipro,WIPRO.NS,2025-09,239.3699951171875,256.92999267578125,235.75,-4.389681045842628,6.559373984975439,6.0,0.65,3.221725370694464
WIPRO,Wipro,WIPRO.NS,2025-10,240.6699981689453,253.80999755859372,240.6699981689453,-0.16593070192073253,6.41558779027356,6.0,0.65,4.773300564882706
WIPRO,Wipro,WIPRO.NS,2025-11,241.69000244140625,241.69000244140625,236.4900054931641,0.49480350994022865,5.307449265936471,7.0,0.65,5.436635944331986
HCLTECH,HCL Technologies,HCLTECH.NS,2024-11,1848.050048828125,1899.550048828125,1820.550048828125,-1.0309002033219494,6.544125081404223,6.0,0.65,3.604186657526904
HCLTECH,HCL Technologies,HCLTECH.NS,2024-12,1917.4000244140625,1968.800048828125,1871.5,2.452579450390729,4.318485614312462,8.0,0.65,4.844959350301421
HCLTECH,HCL Technologies,HCLTECH.NS,2025-01,1725.449951171875,1995.0999755859373,1693.25,-9.754439434237813,11.504650647465267,4.0,0.65,2.607841204627399
HCLTECH,HCL Technologies,HCLTECH.NS,2025-02,1575.050048828125,1733.8499755859375,1575.050048828125,-7.0218389121531875,6.21490673861222,4.0,0.65,1.8608314029367168
HCLTECH,HCL Technologies,HCLTECH.NS,2025-03,1592.5,1633.4000244140625,1534.75,1.27829911433813,6.553167117935928,7.0,0.65,5.128783769160958
HCLTECH,HCL Technologies,HCLTECH.NS,2025-04,1567.5,1594.0,1374.0999755859375,2.427550887491508,12.42244415550154,8.0,0.65,5.333615546125594
HCLTECH,HCL Technologies,HCLTECH.NS,2025-05,1636.5999755859375,1696.0,1563.300048828125,4.082927383303648,9.531770808756729,8.0,0.65,5.3481408856382595
HCLTECH,HCL Technologies,HCLTECH.NS,2025-06,1728.5999755859375,1739.9000244140625,1626.0999755859375,5.951576805757738,5.315540585370006,9.0,0.65,5.696318439630315
HCLTECH,HCL Technologies,HCLTECH.NS,2025-07,1467.9000244140625,1725.9000244140625,1466.0999755859375,-14.572543636068364,4.470473610548805,2.0,0.65,1.3983786093454444
HCLTECH,HCL Technologies,HCLTECH.NS,2025-08,1454.800048828125,1504.199951171875,1449.800048828125,0.18594265460943846,5.906138214102127,7.0,0.65,5.206249421124728
HCLTECH,HCL Technologies,HCLTECH.NS,2025-09,1385.0999755859375,1493.800048828125,1385.0999755859375,-5.67284441862934,5.665385500300489,4.0,0.65,3.105101016545184
HCLTECH,HCL Technologies,HCLTECH.NS,2025-10,1541.5,1557.300048828125,1389.5,10.939186757826556,5.328908834441314,10.0,0.65,5.495972251193176
HCLTECH,HCL Technologies,HCLTECH.NS,2025-11,1570.0,1570.0,1512.4000244140625,1.7168772270813086,5.923315616700182,7.0,0.65,4.788615722372934
TECHM,Tech Mahindra,TECHM.NS,2024-11,1712.300048828125,1756.800048828125,1660.800048828125,0.47824571178025954,6.881979228426206,7.0,0.65,5.471858069402132
TECHM,Tech Mahindra,TECHM.NS,2024-12,1706.199951171875,1796.4000244140625,1686.050048828125,-2.276697563599687,6.194119658407459,6.0,0.65,3.4377587801390845
TECHM,Tech Mahindra,TECHM.NS,2025-01,1674.449951171875,1726.949951171875,1640.5,-1.7255054632349374,8.576217630345017,6.0,0.65,4.076206362041726
TECHM,Tech Mahindra,TECHM.NS,2025-02,1487.8499755859375,1705.0,1487.8499755859375,-9.630104863764892,8.267306595442708,4.0,0.65,2.3782320757779103
