Company_Code,Company_Name,Stock_Ticker,Month,Current_Price,Month_High,Month_Low,Monthly_Return_Pct,Volatility_Pct,Stock_Performance_Score,ESG_Stock_Correlation,ESG_Influence_Score
TECHM,Tech Mahindra,TECHM.NS,2025-03,1418.25,1538.0999755859375,1396.1500244140625,-5.00988221304668,8.176673403253696,4.0,0.65,1.6526316238851906
TECHM,Tech Mahindra,TECHM.NS,2025-04,1503.0,1503.0,1272.75,7.730349689900376,11.391694342618612,9.0,0.65,5.850777059678347
TECHM,Tech Mahindra,TECHM.NS,2025-05,1573.9000244140625,1629.0999755859375,1493.699951171875,5.341011319997513,7.549669725659304,9.0,0.65,4.9449035486235315
TECHM,Tech Mahindra,TECHM.NS,2025-06,1687.0,1718.5999755859375,1543.800048828125,8.901944780026394,4.815644898563626,9.0,0.65,6.044736286547215
TECHM,Tech Mahindra,TECHM.NS,2025-07,1463.699951171875,1677.0999755859375,1450.5999755859375,-12.416228222990153,5.590176290538059,2.0,0.65,0.8806890895848181
TECHM,Tech Mahindra,TECHM.NS,2025-08,1481.4000244140625,1527.0999755859375,1438.800048828125,2.9607988699079044,6.272511283733824,8.0,0.65,5.282130556054252
TECHM,Tech Mahindra,TECHM.NS,2025-09,1400.300048828125,1553.800048828125,1400.300048828125,-6.987708480363667,6.287944482501745,4.0,0.65,3.0448666618786113
TECHM,Tech Mahindra,TECHM.NS,2025-10,1424.4000244140625,1468.0,1400.5999755859375,0.593222063140007,4.68666916181626,7.0,0.65,5.156199134624332
TECHM,Tech Mahindra,TECHM.NS,2025-11,1408.0,1419.800048828125,1386.699951171875,-0.8311063827518901,4.736152480986271,6.0,0.65,3.4744794994527055
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2024-11,1627.1500244140625,1627.1500244140625,1525.1500244140625,4.267724424215032,7.339528457516331,8.0,0.65,6.234965288342598
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2024-12,1587.75,1681.75,1578.0999755859375,-3.3980272825221465,7.435631680350811,6.0,0.65,4.229208331452399
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-01,1626.300048828125,1644.800048828125,1588.449951171875,1.9176598729465038,4.880639891723771,7.0,0.65,4.611818413079667
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-02,1570.199951171875,1717.050048828125,1570.199951171875,-3.2681379225704603,8.83385697975325,6.0,0.65,3.9329941477997816
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-03,1733.4000244140625,1738.550048828125,1575.3499755859375,8.622632621610958,6.268714026082556,9.0,0.65,5.381390417416643
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-04,1864.5,1889.0999755859373,1686.6500244140625,8.140241487026874,8.421008226909409,9.0,0.65,5.888919384884029
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-05,1856.199951171875,1901.0,1808.9000244140625,0.4328535987097877,5.858740717826668,7.0,0.65,5.155143730098183
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-06,2009.5999755859373,2027.0999755859373,1840.4000244140625,8.386818512893758,5.166470116742195,9.0,0.65,5.979328999079591
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-07,1914.300048828125,2033.9000244140625,1890.300048828125,-5.204514921031196,5.436740387850728,4.0,0.65,3.1518318848303233
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-08,1888.800048828125,1933.300048828125,1850.300048828125,0.23349736558354423,5.221340701249937,7.0,0.65,4.342466613992529
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-09,1878.4000244140625,1962.4000244140625,1878.4000244140625,-1.1680496399580735,3.521258123589857,6.0,0.65,3.4197566587478785
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-10,2054.5,2100.60009765625,1867.5999755859373,10.007497689938932,5.297427773049924,10.0,0.65,6.559536748618352
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,2025-11,2042.300048828125,2113.300048828125,2001.199951171875,-1.5284450902543394,10.475985819959648,6.0,0.65,4.322342162375055
TITAN,Titan Company,TITAN.NS,2024-11,3249.0,3327.5,3172.300048828125,1.3222697265786494,7.604980497489673,7.0,0.65,4.790037147076771
TITAN,Titan Company,TITAN.NS,2024-12,3253.14990234375,3508.85009765625,3253.14990234375,-1.6239077589443904,5.214692338228589,6.0,0.65,3.4368118617468264
TITAN,Titan Company,TITAN.NS,2025-01,3490.25,3505.10009765625,3253.85009765625,7.265236419896201,7.276819021022823,9.0,0.65,4.654370624577519
TITAN,Titan Company,TITAN.NS,2025-02,3077.25,3597.699951171875,3077.25,-13.36570945945946,6.746294969179475,2.0,0.65,0.9639160338825734
TITAN,Titan Company,TITAN.NS,2025-03,3063.35009765625,3193.10009765625,3010.14990234375,-0.6051233726070734,6.893729219888976,6.0,0.65,4.352731612140223
TITAN,Titan Company,TITAN.NS,2025-04,3379.699951171875,3382.60009765625,2986.949951171875,13.148864440996466,6.560701572892221,10.0,0.65,6.9186071516910985
TITAN,Titan Company,TITAN.NS,2025-05,3555.0,3636.800048828125,3299.300048828125,6.373429084380611,5.6713680892795955,9.0,0.65,5.350799313600978
TITAN,Titan Company,TITAN.NS,2025-06,3690.199951171875,3694.699951171875,3405.699951171875,4.671676391203375,5.869518316056461,8.0,0.65,5.870153884919972
TITAN,Titan Company,TITAN.NS,2025-07,3347.300048828125,3708.0,3347.300048828125,-9.544654808049588,6.909993189210996,4.0,0.65,1.8896617692385842
TITAN,Titan Company,TITAN.NS,2025-08,3628.800048828125,3651.39990234375,3316.0,9.433053342223312,3.911265572653427,9.0,0.65,5.869937966691937
TITAN,Titan Company,TITAN.NS,2025-09,3367.0,3691.10009765625,3327.300048828125,-6.952967746262158,4.358515116599769,4.0,0.65,2.3312490714472456
TITAN,Titan Company,TITAN.NS,2025-10,3746.699951171875,3772.300048828125,3408.300048828125,9.928700451713516,6.003800959546096,9.0,0.65,5.328775266324569
TITAN,Titan Company,TITAN.NS,2025-11,3812.39990234375,3813.5,3724.5,2.3600457066384752,5.306139702049959,8.0,0.65,5.3438240674455235
