Company_Code,Company_Name,Metric_Category,Metric_Name,Claimed_Value,Metric_Unit,Claim_Verified,Verification_Details,Discrepancy_Detected,Discrepancy_Level,Trust_Score,Risk_Score,Actual_Environmental_Score,Analysis_Date
DELHIVERY,Delhivery,Social,Health and Safety Incidents,25.0,Count,Reported,Social metric: 25.0,False,None,6.0,1,,2026-09-03
DELHIVERY,Delhivery,Social,CSR Expenditure,9.0,Crores INR,Reported,Social metric: 9.0,False,None,6.0,1,,2026-09-03
DELHIVERY,Delhivery,Governance,Board Size,9.0,Count,Reported,Governance metric: 9.0,False,None,6.0,1,,2026-09-03
DELHIVERY,Delhivery,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
DELHIVERY,Delhivery,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
DELHIVERY,Delhivery,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
DELHIVERY,Delhivery,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
DELHIVERY,Delhivery,Governance,Ethics Policy Violations,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,,2026-09-03
NAZARA,Nazara Technologies,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Environmental,Total Water Consumption,5.0,KL,Reported,Environmental metric: 5.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Environmental,Total Waste Generated,2023.0,MT,Reported,Environmental metric: 2023.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Social,Total Employees,63.0,Count,Reported,Social metric: 63.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Social,Health and Safety Incidents,2023.0,Count,Reported,Social metric: 2023.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Social,CSR Expenditure,8.0,Crores INR,Reported,Social metric: 8.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Governance,Board Size,8.0,Count,Reported,Governance metric: 8.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Governance,Independent Directors Percentage,100.0,%,Reported,Governance metric: 100.0,False,None,6.0,1,2.0,2026-09-03
NAZARA,Nazara Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NAZARA,Nazara Technologies,Governance,Ethics Policy Violations,0.0,Count,Reported,Governance metric: 0.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Environmental,Total Water Consumption,20.0,KL,Reported,Environmental metric: 20.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Environmental,Total Waste Generated,21.0,MT,Reported,Environmental metric: 21.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Social,Total Employees,3926.0,Count,Reported,Social metric: 3926.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Social,CSR Expenditure,135.0,Crores INR,Reported,Social metric: 135.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Governance,Board Size,6.0,Count,Reported,Governance metric: 6.0,False,None,6.0,1,2.0,2026-09-03
TATACOMM,Tata Communications,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATACOMM,Tata Communications,Governance,Ethics Policy Violations,0.0,Count,Reported,Governance metric: 0.0,False,None,6.0,1,2.0,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Renewable Energy Percentage,64.5,%,Suspicious,Claims 64.5% renewable but poor env score (nan/10),True,Medium,4.0,5,,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Total Waste Generated,,MT,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Social,Total Employees,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Social,Female Employee Percentage,103.1,%,Reported,Social metric: 103.1,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Social,Employee Turnover Rate,82.99,%,Reported,Social metric: 82.99,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Social,CSR Expenditure,1.0,Crores INR,Reported,Social metric: 1.0,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Board Size,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Independent Directors Percentage,1.0,%,Reported,Governance metric: 1.0,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Audit Committee Size,1.0,Count,Reported,Governance metric: 1.0,False,None,6.0,1,,2026-09-03
INDUSTOWER,Indus Towers,Governance,Ethics Policy Violations,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Total Water Consumption,56.0,KL,Reported,Environmental metric: 56.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Total Waste Generated,2024.0,MT,Reported,Environmental metric: 2024.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,Total Employees,661.0,Count,Reported,Social metric: 661.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Social,CSR Expenditure,62.0,Crores INR,Reported,Social metric: 62.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Board Size,10.0,Count,Reported,Governance metric: 10.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Audit Committee Size,2.0,Count,Reported,Governance metric: 2.0,False,None,6.0,1,,2026-09-03
BHARTIARTL,Bharti Airtel,Governance,Ethics Policy Violations,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Total Energy Consumption,45906178.0,GWh,Reported,Environmental metric: 45906178.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Total Water Consumption,29189.0,KL,Reported,Environmental metric: 29189.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Total Waste Generated,19.52,MT,Reported,Environmental metric: 19.52,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Social,Total Employees,3.0,Count,Reported,Social metric: 3.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Social,Training Hours per Employee,2024.0,Hours,Reported,Social metric: 2024.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Social,CSR Expenditure,100.0,Crores INR,Reported,Social metric: 100.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Governance,Board Size,6.0,Count,Reported,Governance metric: 6.0,False,None,6.0,1,,2026-09-03
TEJASNET,Tejas Networks,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TEJASNET,Tejas Networks,Governance,Ethics Policy Violations,2013.0,Count,Reported,Governance metric: 2013.0,False,None,6.0,1,,2026-09-03
REDINGTON,Redington,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Environmental,Renewable Energy Percentage,90.0,%,Suspicious,Claims 90.0% renewable but low env score (2.0/10),True,High,2.0,8,2.0,2026-09-03
REDINGTON,Redington,Environmental,Total Water Consumption,0.03,KL,Reported,Environmental metric: 0.03,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
REDINGTON,Redington,Environmental,Total Waste Generated,2025.0,MT,Reported,Environmental metric: 2025.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Environmental,Waste Recycled Percentage,100.0,%,Reported,Environmental metric: 100.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,Total Employees,301.0,Count,Reported,Social metric: 301.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,Female Employee Percentage,0.09,%,Reported,Social metric: 0.09,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,Training Hours per Employee,8.0,Hours,Reported,Social metric: 8.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
REDINGTON,Redington,Governance,Board Size,8.0,Count,Reported,Governance metric: 8.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
REDINGTON,Redington,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
REDINGTON,Redington,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
REDINGTON,Redington,Governance,Audit Committee Size,17.0,Count,Reported,Governance metric: 17.0,False,None,6.0,1,2.0,2026-09-03
REDINGTON,Redington,Governance,Ethics Policy Violations,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,2.0,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Total Waste Generated,,MT,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,Total Employees,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,Employee Turnover Rate,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Board Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HCL-INFO,HCL Infosystems,Governance,Ethics Policy Violations,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Renewable Energy Percentage,50.0,%,Suspicious,Claims 50.0% renewable but poor env score (2.0/10),True,Medium,4.0,5,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Total Waste Generated,5.0,MT,Reported,Environmental metric: 5.0,False,None,6.0,1,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,Total Employees,4.0,Count,Reported,Social metric: 4.0,False,None,6.0,1,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Board Size,7.0,Count,Reported,Governance metric: 7.0,False,None,6.0,1,2.0,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MAZDOCK,Mazagon Dock Shipbuilders,Governance,Ethics Policy Violations,6.0,Count,Reported,Governance metric: 6.0,False,None,6.0,1,2.0,2026-09-03
TITAN,Titan Company,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Environmental,Renewable Energy Percentage,50.0,%,Suspicious,Claims 50.0% renewable but poor env score (nan/10),True,Medium,4.0,5,,2026-09-03
TITAN,Titan Company,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Environmental,Total Waste Generated,0.0,MT,Reported,Environmental metric: 0.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Environmental,Waste Recycled Percentage,50.0,%,Reported,Environmental metric: 50.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Social,Total Employees,148.0,Count,Reported,Social metric: 148.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Social,Health and Safety Incidents,2023.0,Count,Reported,Social metric: 2023.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Governance,Board Size,12.0,Count,Reported,Governance metric: 12.0,False,None,6.0,1,,2026-09-03
TITAN,Titan Company,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TITAN,Titan Company,Governance,Ethics Policy Violations,11.0,Count,Reported,Governance metric: 11.0,False,None,6.0,1,,2026-09-03
