Company_Code,Company_Name,Metric_Category,Metric_Name,Metric_Value,Unit,Page_Number,Verified,Extraction_Method,Confidence_Score,Validation_Status,Needs_Manual_Review,Extraction_Date,Notes
SONATSOFTW,Sonata Software,Environmental,Total Waste Generated,51.0,MT,15.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: hazardous waste; Within expected range
SONATSOFTW,Sonata Software,Environmental,Waste Recycled Percentage,51.0,%,15.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: recycling; Within expected range
SONATSOFTW,Sonata Software,Social,Total Employees,20.0,Count,3.0,Auto-extracted (Needs Review),table,0.55,Outlier/Suspect,True,2026-09-03,Outside expected bounds 100-10000000; Method: table; Keyword: total employees
SONATSOFTW,Sonata Software,Social,Female Employee Percentage,1.1,%,10.0,Auto-extracted (Needs Review),table,0.55,Outlier/Suspect,True,2026-09-03,"Very low value, verify manually; Method: table; Keyword: gender diversity"
SONATSOFTW,Sonata Software,Social,Employee Turnover Rate,40.0,%,2.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: turnover; Within expected range
SONATSOFTW,Sonata Software,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
SONATSOFTW,Sonata Software,Social,Health and Safety Incidents,10.0,Count,19.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: lost time injury; Within expected range
SONATSOFTW,Sonata Software,Social,CSR Expenditure,1.0,Crores INR,10.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: corporate social responsibility; Within expected range
SONATSOFTW,Sonata Software,Governance,Board Size,20.0,Count,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: board of directors; Within expected range
SONATSOFTW,Sonata Software,Governance,Independent Directors Percentage,100.0,%,12.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: independent directors; Within expected range
SONATSOFTW,Sonata Software,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
SONATSOFTW,Sonata Software,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
SONATSOFTW,Sonata Software,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
SONATSOFTW,Sonata Software,Governance,Ethics Policy Violations,22.0,Count,4.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: complaints; Within expected range
HEXAWARE,Hexaware Technologies,Environmental,Total Energy Consumption,59.0,GWh,15.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
HEXAWARE,Hexaware Technologies,Environmental,Renewable Energy Percentage,83.0,%,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: renewable energy; Within expected range
HEXAWARE,Hexaware Technologies,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Social,Total Employees,187.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: workforce; Within expected range
HEXAWARE,Hexaware Technologies,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Social,Employee Turnover Rate,11.0,%,12.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: attrition; Within expected range
HEXAWARE,Hexaware Technologies,Social,Training Hours per Employee,21222.0,Hours,4.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,Outside expected bounds 0-1000; Method: keyword_context; Keyword: training hours
HEXAWARE,Hexaware Technologies,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Social,CSR Expenditure,34.3,Crores INR,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: csr spent; Within expected range
HEXAWARE,Hexaware Technologies,Governance,Board Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HEXAWARE,Hexaware Technologies,Governance,Ethics Policy Violations,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Environmental,Total Energy Consumption,25.0,GWh,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: energy consumption; Within expected range
MINDTREE,Mindtree (legacy symbol),Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Environmental,Total Water Consumption,25.0,KL,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: water consumption; Within expected range
MINDTREE,Mindtree (legacy symbol),Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Environmental,Waste Recycled Percentage,7.0,%,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: waste recycled; Within expected range
MINDTREE,Mindtree (legacy symbol),Social,Total Employees,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Social,Female Employee Percentage,14.4,%,12.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: female employees; Within expected range
MINDTREE,Mindtree (legacy symbol),Social,Employee Turnover Rate,14.4,%,12.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: attrition; Within expected range
MINDTREE,Mindtree (legacy symbol),Social,Training Hours per Employee,4.0,Hours,23.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: skill development; Within expected range
MINDTREE,Mindtree (legacy symbol),Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Governance,Board Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Governance,Independent Directors Percentage,7.0,%,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: independent directors; Within expected range
MINDTREE,Mindtree (legacy symbol),Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
MINDTREE,Mindtree (legacy symbol),Governance,Ethics Policy Violations,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Environmental,Total Energy Consumption,1.0,GWh,23.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
NEWGEN,Newgen Software Technologies,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Environmental,Total Water Consumption,38197.47,KL,24.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total water; Within expected range
NEWGEN,Newgen Software Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Environmental,Total Waste Generated,2024.0,MT,26.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total waste; Within expected range
NEWGEN,Newgen Software Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Social,Total Employees,417.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total employees; Within expected range
NEWGEN,Newgen Software Technologies,Social,Female Employee Percentage,25.5,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: female employees; Within expected range
NEWGEN,Newgen Software Technologies,Social,Employee Turnover Rate,90.0,%,2.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
NEWGEN,Newgen Software Technologies,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Social,Health and Safety Incidents,2024.0,Count,18.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
NEWGEN,Newgen Software Technologies,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Governance,Board Size,7.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
NEWGEN,Newgen Software Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
NEWGEN,Newgen Software Technologies,Governance,Ethics Policy Violations,25.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
TANLA,Tanla Platforms,Environmental,Total Energy Consumption,1.0,GWh,30.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
TANLA,Tanla Platforms,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Environmental,Total Waste Generated,3.0,MT,16.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: hazardous waste; Within expected range
TANLA,Tanla Platforms,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Social,Total Employees,40.0,Count,4.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,Outside expected bounds 100-10000000; Method: keyword_context; Keyword: total employees
TANLA,Tanla Platforms,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Social,Employee Turnover Rate,90.0,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
TANLA,Tanla Platforms,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Social,Health and Safety Incidents,3.0,Count,21.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
TANLA,Tanla Platforms,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Governance,Board Size,7.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
TANLA,Tanla Platforms,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TANLA,Tanla Platforms,Governance,Ethics Policy Violations,25.0,Count,5.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
INTELLECT,Intellect Design Arena,Environmental,Total Energy Consumption,,GWh,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Environmental,Renewable Energy Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Environmental,Total Water Consumption,,KL,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Environmental,Water Recycled Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Environmental,Total Waste Generated,,MT,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Environmental,Waste Recycled Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,Total Employees,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,Female Employee Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,Employee Turnover Rate,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,Training Hours per Employee,,Hours,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,Health and Safety Incidents,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Social,CSR Expenditure,,Crores INR,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Board Size,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Independent Directors Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Female Directors Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Board Meeting Frequency,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Audit Committee Size,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
INTELLECT,Intellect Design Arena,Governance,Ethics Policy Violations,,Count,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
ROUTE,Route Mobile,Environmental,Total Energy Consumption,1.0,GWh,25.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
ROUTE,Route Mobile,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Environmental,Total Water Consumption,52.8,KL,26.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total water; Within expected range
ROUTE,Route Mobile,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Environmental,Total Waste Generated,2024.0,MT,28.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total waste; Within expected range
ROUTE,Route Mobile,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Social,Total Employees,15.0,Count,4.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,Outside expected bounds 100-10000000; Method: keyword_context; Keyword: total employees
ROUTE,Route Mobile,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Social,Employee Turnover Rate,90.0,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
ROUTE,Route Mobile,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Social,Health and Safety Incidents,2024.0,Count,18.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
ROUTE,Route Mobile,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Governance,Board Size,6.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
ROUTE,Route Mobile,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ROUTE,Route Mobile,Governance,Ethics Policy Violations,25.0,Count,5.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
RATEGAIN,RateGain Travel Technologies,Environmental,Total Energy Consumption,,GWh,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Social,Total Employees,115.0,Count,6.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: permanent employees; Within expected range
RATEGAIN,RateGain Travel Technologies,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Social,Employee Turnover Rate,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Board Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
RATEGAIN,RateGain Travel Technologies,Governance,Ethics Policy Violations,117.0,Count,8.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
ECLERX,eClerx Services,Environmental,Total Energy Consumption,22301.0,GWh,7.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: electricity; Within expected range
ECLERX,eClerx Services,Environmental,Renewable Energy Percentage,64.0,%,27.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: renewable source; Within expected range
ECLERX,eClerx Services,Environmental,Total Water Consumption,2.0,KL,25.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total water; Within expected range
ECLERX,eClerx Services,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Environmental,Total Waste Generated,2024.0,MT,27.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total waste; Within expected range
ECLERX,eClerx Services,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Social,Total Employees,16628.0,Count,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total employees; Within expected range
ECLERX,eClerx Services,Social,Female Employee Percentage,0.0,%,23.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,"Very low value, verify manually; Method: keyword_context; Keyword: female employees"
ECLERX,eClerx Services,Social,Employee Turnover Rate,90.0,%,2.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
ECLERX,eClerx Services,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Social,Health and Safety Incidents,2024.0,Count,17.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
ECLERX,eClerx Services,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Governance,Board Size,9.0,Count,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: board of directors; Within expected range
ECLERX,eClerx Services,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ECLERX,eClerx Services,Governance,Audit Committee Size,11.0,Count,23.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: audit committee; Within expected range
ECLERX,eClerx Services,Governance,Ethics Policy Violations,1.0,Count,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: complaints; Within expected range
DATAMATICS,Datamatics Global Services,Environmental,Total Energy Consumption,,GWh,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
DATAMATICS,Datamatics Global Services,Environmental,Renewable Energy Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
DATAMATICS,Datamatics Global Services,Environmental,Total Water Consumption,,KL,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
DATAMATICS,Datamatics Global Services,Environmental,Water Recycled Percentage,,%,,No PDF - Placeholder,not_found,0.0,Not Found,True,2026-09-03,BRSR PDF not available; populate from alternate source or upload PDF
