Company_Code,Company_Name,Metric_Category,Metric_Name,Metric_Value,Unit,Page_Number,Verified,Extraction_Method,Confidence_Score,Validation_Status,Needs_Manual_Review,Extraction_Date,Notes
LTTS,L&T Technology Services,Environmental,Renewable Energy Percentage,10.6,%,9.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: renewable energy; Within expected range
LTTS,L&T Technology Services,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Environmental,Water Recycled Percentage,10.6,%,9.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: water recycled; Within expected range
LTTS,L&T Technology Services,Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Environmental,Waste Recycled Percentage,10.6,%,9.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: waste recycled; Within expected range
LTTS,L&T Technology Services,Social,Total Employees,100.0,Count,10.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: workforce; Within expected range
LTTS,L&T Technology Services,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Social,Employee Turnover Rate,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Social,Training Hours per Employee,278.2,Hours,10.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: training hours; Within expected range
LTTS,L&T Technology Services,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Governance,Board Size,2024.0,Count,8.0,Auto-extracted (Needs Review),table,0.55,Outlier/Suspect,True,2026-09-03,Outside expected bounds 1-100; Method: table; Keyword: board of directors
LTTS,L&T Technology Services,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
LTTS,L&T Technology Services,Governance,Ethics Policy Violations,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Environmental,Total Energy Consumption,1.0,GWh,30.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
TATAELXSI,Tata Elxsi,Environmental,Renewable Energy Percentage,51.15,%,10.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: renewable energy; Within expected range
TATAELXSI,Tata Elxsi,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Social,Total Employees,12414.0,Count,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total employees; Within expected range
TATAELXSI,Tata Elxsi,Social,Female Employee Percentage,0.04,%,28.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,"Very low value, verify manually; Method: keyword_context; Keyword: female employees"
TATAELXSI,Tata Elxsi,Social,Employee Turnover Rate,90.0,%,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
TATAELXSI,Tata Elxsi,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Social,Health and Safety Incidents,2023.0,Count,22.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
TATAELXSI,Tata Elxsi,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Governance,Board Size,6.0,Count,6.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
TATAELXSI,Tata Elxsi,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATAELXSI,Tata Elxsi,Governance,Ethics Policy Violations,1.0,Count,7.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: complaints; Within expected range
OFSS,Oracle Financial Services Software,Environmental,Total Energy Consumption,7327.0,GWh,16.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: electricity; Within expected range
OFSS,Oracle Financial Services Software,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Environmental,Total Water Consumption,32149.0,KL,17.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: water consumption; Within expected range
OFSS,Oracle Financial Services Software,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Environmental,Total Waste Generated,2.64,MT,19.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: hazardous waste; Within expected range
OFSS,Oracle Financial Services Software,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Social,Total Employees,3.0,Count,3.0,Auto-extracted (Needs Review),table,0.55,Outlier/Suspect,True,2026-09-03,Outside expected bounds 100-10000000; Method: table; Keyword: total employees
OFSS,Oracle Financial Services Software,Social,Female Employee Percentage,26.42,%,15.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: female employees; Within expected range
OFSS,Oracle Financial Services Software,Social,Employee Turnover Rate,90.0,%,2.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
OFSS,Oracle Financial Services Software,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Social,CSR Expenditure,6.0,Crores INR,8.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: corporate social responsibility; Within expected range
OFSS,Oracle Financial Services Software,Governance,Board Size,10.0,Count,3.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: board of directors; Within expected range
OFSS,Oracle Financial Services Software,Governance,Independent Directors Percentage,30.0,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: non-executive; Within expected range
OFSS,Oracle Financial Services Software,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
OFSS,Oracle Financial Services Software,Governance,Audit Committee Size,11.0,Count,8.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: audit committee; Within expected range
OFSS,Oracle Financial Services Software,Governance,Ethics Policy Violations,-176732.0,Count,12.0,Auto-extracted (Needs Review),table,0.55,Outlier/Suspect,True,2026-09-03,Outside expected bounds 0-100000; Method: table; Keyword: grievances
KPITTECH,KPIT Technologies,Environmental,Total Energy Consumption,,GWh,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Environmental,Total Waste Generated,5.0,MT,25.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: hazardous waste; Within expected range
KPITTECH,KPIT Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Social,Total Employees,10188.0,Count,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total employees; Within expected range
KPITTECH,KPIT Technologies,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Social,Employee Turnover Rate,90.0,%,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
KPITTECH,KPIT Technologies,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Social,CSR Expenditure,7.0,Crores INR,20.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: corporate social responsibility; Within expected range
KPITTECH,KPIT Technologies,Governance,Board Size,2.0,Count,19.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: board of directors; Within expected range
KPITTECH,KPIT Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
KPITTECH,KPIT Technologies,Governance,Ethics Policy Violations,25.0,Count,8.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
CYIENT,Cyient,Environmental,Total Energy Consumption,,GWh,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Environmental,Renewable Energy Percentage,60.0,%,14.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: renewable energy; Within expected range
CYIENT,Cyient,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Environmental,Total Waste Generated,,MT,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Social,Total Employees,48.0,Count,14.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,Outside expected bounds 100-10000000; Method: keyword_context; Keyword: workforce
CYIENT,Cyient,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Social,Employee Turnover Rate,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Social,Health and Safety Incidents,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Board Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
CYIENT,Cyient,Governance,Ethics Policy Violations,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Environmental,Total Energy Consumption,40.0,GWh,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total energy; Within expected range
BSOFT,Birlasoft,Environmental,Renewable Energy Percentage,40.0,%,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: renewable energy; Within expected range
BSOFT,Birlasoft,Environmental,Total Water Consumption,8.0,KL,18.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total water; Within expected range
BSOFT,Birlasoft,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Environmental,Total Waste Generated,2024.0,MT,19.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total waste; Within expected range
BSOFT,Birlasoft,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Social,Total Employees,10882.0,Count,2.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: permanent employees; Within expected range
BSOFT,Birlasoft,Social,Female Employee Percentage,0.2,%,16.0,Auto-extracted (Needs Review),keyword_context,0.4,Outlier/Suspect,True,2026-09-03,"Very low value, verify manually; Method: keyword_context; Keyword: female employees"
BSOFT,Birlasoft,Social,Employee Turnover Rate,90.0,%,2.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
BSOFT,Birlasoft,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Social,Health and Safety Incidents,2024.0,Count,12.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: safety incidents; Within expected range
BSOFT,Birlasoft,Social,CSR Expenditure,40.0,Crores INR,5.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: corporate social responsibility; Within expected range
BSOFT,Birlasoft,Governance,Board Size,7.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
BSOFT,Birlasoft,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Governance,Board Meeting Frequency,6.0,Count,7.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: board meetings held; Within expected range
BSOFT,Birlasoft,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
BSOFT,Birlasoft,Governance,Ethics Policy Violations,16.0,Count,4.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: complaints; Within expected range
ZENSARTECH,Zensar Technologies,Environmental,Total Energy Consumption,30.0,GWh,15.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: energy consumption; Within expected range
ZENSARTECH,Zensar Technologies,Environmental,Renewable Energy Percentage,90.0,%,15.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: renewable energy; Within expected range
ZENSARTECH,Zensar Technologies,Environmental,Total Water Consumption,,KL,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Environmental,Total Waste Generated,100.0,MT,7.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: hazardous waste; Within expected range
ZENSARTECH,Zensar Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Social,Total Employees,727.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total employees; Within expected range
ZENSARTECH,Zensar Technologies,Social,Female Employee Percentage,35.0,%,15.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: women employees; Within expected range
ZENSARTECH,Zensar Technologies,Social,Employee Turnover Rate,9.9,%,16.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: attrition; Within expected range
ZENSARTECH,Zensar Technologies,Social,Training Hours per Employee,30.0,Hours,15.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: skill development; Within expected range
ZENSARTECH,Zensar Technologies,Social,Health and Safety Incidents,2024.0,Count,26.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
ZENSARTECH,Zensar Technologies,Social,CSR Expenditure,4.0,Crores INR,5.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: corporate social responsibility; Within expected range
ZENSARTECH,Zensar Technologies,Governance,Board Size,9.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
ZENSARTECH,Zensar Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
ZENSARTECH,Zensar Technologies,Governance,Ethics Policy Violations,23.0,Count,5.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
TATATECH,Tata Technologies,Environmental,Total Energy Consumption,1.0,GWh,2.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: energy consumption; Within expected range
TATATECH,Tata Technologies,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Environmental,Total Water Consumption,6.0,KL,25.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: water consumption; Within expected range
TATATECH,Tata Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Environmental,Total Waste Generated,6.0,MT,25.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: waste generated; Within expected range
TATATECH,Tata Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Social,Total Employees,717.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total employees; Within expected range
TATATECH,Tata Technologies,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Social,Employee Turnover Rate,31.4,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
TATATECH,Tata Technologies,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Social,Health and Safety Incidents,3.0,Count,25.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: lost time injury; Within expected range
TATATECH,Tata Technologies,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Governance,Board Size,7.0,Count,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
TATATECH,Tata Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
TATATECH,Tata Technologies,Governance,Ethics Policy Violations,5.0,Count,25.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: complaints; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Energy Consumption,1.0,GWh,30.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total energy; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Renewable Energy Percentage,12.13,%,14.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: solar; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Water Consumption,2030.0,KL,7.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: water consumption; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Waste Generated,5.0,MT,19.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: hazardous waste; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Waste Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Social,Total Employees,212.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: total employees; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Social,Female Employee Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Social,Employee Turnover Rate,90.0,%,3.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: turnover; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Social,Training Hours per Employee,,Hours,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Social,Health and Safety Incidents,2025.0,Count,23.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: lost time injury; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Social,CSR Expenditure,,Crores INR,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Governance,Board Size,8.0,Count,4.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: board of directors; Within expected range
HAPPSTMNDS,Happiest Minds Technologies,Governance,Independent Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Governance,Female Directors Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Governance,Board Meeting Frequency,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Governance,Audit Committee Size,,Count,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
HAPPSTMNDS,Happiest Minds Technologies,Governance,Ethics Policy Violations,25.0,Count,5.0,Auto-extracted,keyword_context,0.75,Valid,False,2026-09-03,Method: keyword_context; Keyword: complaints; Within expected range
SONATSOFTW,Sonata Software,Environmental,Total Energy Consumption,2025.0,GWh,26.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total energy; Within expected range
SONATSOFTW,Sonata Software,Environmental,Renewable Energy Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
SONATSOFTW,Sonata Software,Environmental,Total Water Consumption,3.0,KL,27.0,Auto-extracted,table,0.9,Valid,False,2026-09-03,Method: table; Keyword: total water; Within expected range
SONATSOFTW,Sonata Software,Environmental,Water Recycled Percentage,,%,,Not found,not_found,0.2,Not Found,True,2026-09-03,Not found in PDF. Check manually.
